"","Parameter1","Parameter2","rho","CI","CI_low","CI_high","t","df_error","p","Method","n_Obs"
"139","cpa_7_t1","cpa_11_rs_t2",0.0743300300256013,0.95,-0.0152720229967481,0.162747793491696,1.62960110846201,478,1,"Polychoric correlation",480
"140","cpa_7_t1","cpa_12_t2",0.0919493084391146,0.95,0.00246917371886149,0.179968709852813,2.01885965876631,478,1,"Polychoric correlation",480
"141","cpa_8_t1","cpa_9_t1",0.343150847191512,0.95,0.261687376145726,0.419759579915521,7.98737006880629,478,0.00000000000259438158306235,"Polychoric correlation",480
"142","cpa_8_t1","cpa_10_t1",0.277432626292367,0.95,0.192717411547898,0.358042755505956,6.31339999314086,478,0.000000139814142803934,"Polychoric correlation",480
"143","cpa_8_t1","cpa_11_rs_t1",0.252384655479936,0.95,0.166648548323693,0.334333015107809,5.70254765363503,478,0.00000436734109632134,"Polychoric correlation",480
"144","cpa_8_t1","cpa_12_t1",0.302347359201434,0.95,0.218766783027921,0.38152369648836,6.93485028917136,478,0.00000000314168505142994,"Polychoric correlation",480
"145","cpa_8_t1","cpa_1_v2_t2",0.186901562341793,0.95,0.0990581296320223,0.271854496337532,4.15956548603562,478,0.00601111148156627,"Polychoric correlation",480
"146","cpa_8_t1","cpa_2_t2",0.168745578362409,0.95,0.0804602998651285,0.254403821594573,3.74299610779914,478,0.0287586085093786,"Polychoric correlation",480
"147","cpa_8_t1","cpa_3_rs_t2",0.0217002679343723,0.95,-0.0679321235363421,0.110985169128902,0.474549285145167,478,1,"Polychoric correlation",480
"148","cpa_8_t1","cpa_4_t2",0.177379299469925,0.95,0.0892964733327891,0.262709108466904,3.94056838599364,478,0.0140128440840862,"Polychoric correlation",480
"149","cpa_8_t1","cpa_5_v2_t2",0.0637463526498852,0.95,-0.0259018808622244,0.152377444216342,1.39654034279917,478,1,"Polychoric correlation",480
"150","cpa_8_t1","cpa_6_t2",0.131319988039113,0.95,0.0423168920806059,0.218255245578193,2.89615724795377,478,0.438535539276166,"Polychoric correlation",480
"151","cpa_8_t1","cpa_7_t2",0.171495910707564,0.95,0.0832736195321897,0.257050900992602,3.80583539199946,478,0.0233145123582332,"Polychoric correlation",480
"152","cpa_8_t1","cpa_8_t2",0.40321187027155,0.95,0.325456369655432,0.475550815687364,9.63331017827417,478,0.00000000000000000898884272273154,"Polychoric correlation",480
"153","cpa_8_t1","cpa_9_t2",0.104244930907158,0.95,0.014883337180065,0.191954456627437,2.29161443763311,478,1,"Polychoric correlation",480
"154","cpa_8_t1","cpa_10_t2",0.22002512867273,0.95,0.133146644069458,0.303548010092048,4.93130129932198,478,0.000211112337515833,"Polychoric correlation",480
"155","cpa_8_t1","cpa_11_rs_t2",0.0698936587359626,0.95,-0.0197302187258506,0.158403219934842,1.53184602543785,478,1,"Polychoric correlation",480
"156","cpa_8_t1","cpa_12_t2",0.198300222303162,0.95,0.110765631512234,0.28278187565941,4.42332090448304,478,0.00198761247298939,"Polychoric correlation",480
"157","cpa_9_t1","cpa_10_t1",0.29344965690681,0.95,0.209450175925195,0.373149752228132,6.71121626000573,478,0.0000000127107457622457,"Polychoric correlation",480
"158","cpa_9_t1","cpa_11_rs_t1",0.255269805249024,0.95,0.169645194108337,0.337069317021548,5.77225319742839,478,0.00000300027679805885,"Polychoric correlation",480
"159","cpa_9_t1","cpa_12_t1",0.191429449788479,0.95,0.103705788633943,0.276197801353222,4.26412153438135,478,0.00391954350080488,"Polychoric correlation",480
"160","cpa_9_t1","cpa_1_v2_t2",0.0839558509835635,0.95,-0.00558658187534969,0.172162660597733,1.84204788957849,478,1,"Polychoric correlation",480
"161","cpa_9_t1","cpa_2_t2",0.132061971561625,0.95,0.0430705942404369,0.21897423704015,2.91281072764855,478,0.423704389654953,"Polychoric correlation",480
"162","cpa_9_t1","cpa_3_rs_t2",0.124976197806144,0.95,0.0358770430380796,0.212104176913448,2.75397285906998,478,0.62342856805729,"Polychoric correlation",480
"163","cpa_9_t1","cpa_4_t2",0.108560737135063,0.95,0.0192472935716637,0.196155300864879,2.38759744948815,478,1,"Polychoric correlation",480
"164","cpa_9_t1","cpa_5_v2_t2",0.15290856894786,0.95,0.0642879191690784,0.239136350373117,3.38285353074949,478,0.100918873089633,"Polychoric correlation",480
"165","cpa_9_t1","cpa_6_t2",0.10473835442843,0.95,0.0153820933793879,0.192434899393979,2.30258138337165,478,1,"Polychoric correlation",480
"166","cpa_9_t1","cpa_7_t2",0.315547136415404,0.95,0.232616136336218,0.393922582396491,7.27031474101538,478,0.000000000355354570739357,"Polychoric correlation",480
"167","cpa_9_t1","cpa_8_t2",0.180543300355243,0.95,0.0925381423315427,0.265749585337074,4.01320514072,478,0.0106363275910749,"Polychoric correlation",480
"168","cpa_9_t1","cpa_9_t2",0.340942341922118,0.95,0.25935600454064,0.417696984321339,7.92917733148118,478,0.00000000000391381934054954,"Polychoric correlation",480
"169","cpa_9_t1","cpa_10_t2",0.205570260213184,0.95,0.118245358221493,0.289739897327256,4.59251119925119,478,0.000947722457876626,"Polychoric correlation",480
"170","cpa_9_t1","cpa_11_rs_t2",0.0992821014423697,0.95,0.00986934359133145,0.187119847961248,2.18140314270493,478,1,"Polychoric correlation",480
"171","cpa_9_t1","cpa_12_t2",0.0903407249174349,0.95,0.000847119535376663,0.178398730364165,1.98324800750237,478,1,"Polychoric correlation",480
"172","cpa_10_t1","cpa_11_rs_t1",0.247138565079176,0.95,0.161203778920013,0.329354033409784,5.57621600986692,478,0.00000860545535060197,"Polychoric correlation",480
"173","cpa_10_t1","cpa_12_t1",0.379448013140409,0.95,0.300140562891292,0.453545706625014,8.96653147264975,478,0.00000000000000178979033516741,"Polychoric correlation",480
"174","cpa_10_t1","cpa_1_v2_t2",-0.00799310193969138,0.95,-0.0974238610457454,0.0815657038415597,-0.174760457907751,478,1,"Polychoric correlation",480
"175","cpa_10_t1","cpa_2_t2",0.125565279738661,0.95,0.036474733453889,0.212675653714245,2.76716130585187,478,0.616766215516197,"Polychoric correlation",480
"176","cpa_10_t1","cpa_3_rs_t2",0.152020999082748,0.95,0.0633829291587236,0.238279436130176,3.36275156995221,478,0.107542367249195,"Polychoric correlation",480
"177","cpa_10_t1","cpa_4_t2",0.16718606279781,0.95,0.0788656934038126,0.252902282908502,3.70740456072921,478,0.032282340356463,"Polychoric correlation",480
"178","cpa_10_t1","cpa_5_v2_t2",0.0344605136415976,0.95,-0.0552102222705024,0.123579819648871,0.75386523530271,478,1,"Polychoric correlation",480
"179","cpa_10_t1","cpa_6_t2",0.0873587080094646,0.95,-0.00215862430323212,0.175487091693361,1.91727175855479,478,1,"Polychoric correlation",480
"180","cpa_10_t1","cpa_7_t2",0.131692125652145,0.95,0.0426948944474337,0.218615863451609,2.90450908493269,478,0.431052459283446,"Polychoric correlation",480
"181","cpa_10_t1","cpa_8_t2",0.0684494698413653,0.95,-0.0211807436709583,0.15698817447215,1.50004343448937,478,1,"Polychoric correlation",480
"182","cpa_10_t1","cpa_9_t2",0.134112787148906,0.95,0.0451543267543781,0.22096101256555,2.95886635682176,478,0.369463891686433,"Polychoric correlation",480
"183","cpa_10_t1","cpa_10_t2",0.33215341078728,0.95,0.250087528354282,0.409480866965566,7.69905085060993,478,0.0000000000196922825161091,"Polychoric correlation",480
"184","cpa_10_t1","cpa_11_rs_t2",0.107825144721807,0.95,0.0185032537145097,0.195439529978668,2.37122846287547,478,1,"Polychoric correlation",480
"185","cpa_10_t1","cpa_12_t2",0.25325768454359,0.95,0.167555148331762,0.335161149504741,5.72362287993691,478,0.00000390757839101626,"Polychoric correlation",480
"186","cpa_11_rs_t1","cpa_12_t1",0.161093933006586,0.95,0.072640812003259,0.247032675562012,3.56864039766884,478,0.0537289287081294,"Polychoric correlation",480
"187","cpa_11_rs_t1","cpa_1_v2_t2",0.06702309066392,0.95,-0.0226130104725704,0.155590222405109,1.46864233337068,478,1,"Polychoric correlation",480
"188","cpa_11_rs_t1","cpa_2_t2",0.0579222583626471,0.95,-0.0317427530399525,0.146662405210127,1.26849624511159,478,1,"Polychoric correlation",480
"189","cpa_11_rs_t1","cpa_3_rs_t2",0.168120749295571,0.95,0.0798213571618925,0.253802270885254,3.72873268867597,478,0.0301712636983586,"Polychoric correlation",480
"190","cpa_11_rs_t1","cpa_4_t2",0.104944107852872,0.95,0.0155900836232697,0.192635227533782,2.3071550142117,478,1,"Polychoric correlation",480
"191","cpa_11_rs_t1","cpa_5_v2_t2",0.219250993568876,0.95,0.132347604231684,0.302809400235039,4.91307325060831,478,0.000229451283705462,"Polychoric correlation",480
"192","cpa_11_rs_t1","cpa_6_t2",0.0442528691794145,0.95,-0.045427508165445,0.133225663497333,0.968458559917314,478,1,"Polychoric correlation",480
"193","cpa_11_rs_t1","cpa_7_t2",0.0888471696423085,0.95,-0.00065852162839384,0.176940617054818,1.95019692808558,478,1,"Polychoric correlation",480
"194","cpa_11_rs_t1","cpa_8_t2",0.0751240190634947,0.95,-0.0144737519428588,0.163524991687927,1.64710668501427,478,1,"Polychoric correlation",480
"195","cpa_11_rs_t1","cpa_9_t2",0.166985665257018,0.95,0.0786608194526621,0.252709305444599,3.70283313386575,478,0.0326151299570741,"Polychoric correlation",480
"196","cpa_11_rs_t1","cpa_10_t2",0.233174993760699,0.95,0.14673682917508,0.316079108928283,5.24246372340482,478,0.0000471819001494179,"Polychoric correlation",480
"197","cpa_11_rs_t1","cpa_11_rs_t2",0.311438292724866,0.95,0.228301483535436,0.390066096314695,7.16540256123596,478,0.000000000706411276474685,"Polychoric correlation",480
"198","cpa_11_rs_t1","cpa_12_t2",0.0654533182781742,0.95,-0.0241888371889169,0.154051324740053,1.43409494202419,478,1,"Polychoric correlation",480
"199","cpa_12_t1","cpa_1_v2_t2",0.0137577815614686,0.95,-0.0758360522683903,0.103131247995909,0.300817752891932,478,1,"Polychoric correlation",480
"200","cpa_12_t1","cpa_2_t2",0.145267456958393,0.95,0.0565016080132283,0.231754751550594,3.21006408188544,478,0.17846124407123,"Polychoric correlation",480
"201","cpa_12_t1","cpa_3_rs_t2",0.0495270315536969,0.95,-0.0401514020363585,0.138413940007591,1.08415043371885,478,1,"Polychoric correlation",480
"202","cpa_12_t1","cpa_4_t2",0.199022584506634,0.95,0.111508385291912,0.28347363350694,4.44009735669975,478,0.00185565577160857,"Polychoric correlation",480
"203","cpa_12_t1","cpa_5_v2_t2",-0.000430897933780801,0.95,-0.089927884611987,0.0890729920136599,-0.00942081336730957,478,1,"Polychoric correlation",480
"204","cpa_12_t1","cpa_6_t2",-0.0519406819796883,0.95,-0.140786659768067,0.0377351929625522,-1.13712501873443,478,1,"Polychoric correlation",480
"205","cpa_12_t1","cpa_7_t2",0.107145230369966,0.95,0.0178156192882181,0.194777853813496,2.35610197354402,478,1,"Polychoric correlation",480
"206","cpa_12_t1","cpa_8_t2",0.0922949561989303,0.95,0.00281777748481191,0.180306003968907,2.02651385770448,478,1,"Polychoric correlation",480
"207","cpa_12_t1","cpa_9_t2",0.0425174981831777,0.95,-0.0471624254626585,0.13151748483675,0.930410387960219,478,1,"Polychoric correlation",480
"208","cpa_12_t1","cpa_10_t2",0.171385583934212,0.95,0.0831607390061471,0.256944740816289,3.80331290452138,478,0.0233849283277482,"Polychoric correlation",480
"209","cpa_12_t1","cpa_11_rs_t2",0.014237071169822,0.95,-0.0753594084205182,0.103605509305152,0.311299643475024,478,1,"Polychoric correlation",480
"210","cpa_12_t1","cpa_12_t2",0.292623528340784,0.95,0.208585926199769,0.372371593857895,6.69055056472168,478,0.0000000144026286705137,"Polychoric correlation",480
"211","cpa_1_v2_t2","cpa_2_t2",0.256313092872723,0.95,0.170729189303783,0.338058440269051,5.79749961861076,478,0.0000026196639005632,"Polychoric correlation",480
"212","cpa_1_v2_t2","cpa_3_rs_t2",0.0538024806638103,0.95,-0.0358707040022821,0.142616189095953,1.17800121272565,478,1,"Polychoric correlation",480
"213","cpa_1_v2_t2","cpa_4_t2",0.277758750396207,0.95,0.193057618113661,0.358350771824046,6.32144147720418,478,0.00000013445078536876,"Polychoric correlation",480
"214","cpa_1_v2_t2","cpa_5_v2_t2",0.273712288528343,0.95,0.188837865607938,0.354527744467451,6.22183123259538,478,0.00000023960956280132,"Polychoric correlation",480
"215","cpa_1_v2_t2","cpa_6_t2",0.424626267323636,0.95,0.348365167363159,0.495303102151048,10.2540472637377,478,0.0000000000000000000523681022574215,"Polychoric correlation",480
"216","cpa_1_v2_t2","cpa_7_t2",0.266148332229048,0.95,0.180958377790818,0.347374195850934,6.03658417644086,478,0.000000689248515334141,"Polychoric correlation",480
"217","cpa_1_v2_t2","cpa_8_t2",0.375405737141632,0.95,0.295845386823943,0.449793584400141,8.85524216961599,478,0.0000000000000042166610812734,"Polychoric correlation",480
"218","cpa_1_v2_t2","cpa_9_t2",0.23690109859516,0.95,0.150593644098588,0.319624630323166,5.33117723914508,478,0.0000302991479609848,"Polychoric correlation",480
"219","cpa_1_v2_t2","cpa_10_t2",0.312684732156874,0.95,0.22961001127828,0.391236273283099,7.19718078118776,478,0.000000000575103588594789,"Polychoric correlation",480
"220","cpa_1_v2_t2","cpa_11_rs_t2",0.209544530529913,0.95,0.122338451519633,0.293539842032054,4.68533493673085,478,0.000642249632897453,"Polychoric correlation",480
"221","cpa_1_v2_t2","cpa_12_t2",0.201874139169875,0.95,0.114441391669285,0.286203518236538,4.50639700195426,478,0.00138619543582375,"Polychoric correlation",480
"222","cpa_2_t2","cpa_3_rs_t2",-0.010260688045276,0.95,-0.099669612624849,0.0793126023898396,-0.224343398798441,478,1,"Polychoric correlation",480
"223","cpa_2_t2","cpa_4_t2",0.634464336617291,0.95,0.577772610948404,0.685063562076226,17.9460371151289,478,0.000000000000000000000000000000000000000000000000000054266964219297,"Polychoric correlation",480
"224","cpa_2_t2","cpa_5_v2_t2",0.0781271518874665,0.95,-0.0114533897716729,0.166463623840499,1.71334742823177,478,1,"Polychoric correlation",480
"225","cpa_2_t2","cpa_6_t2",0.0369262651924212,0.95,-0.0527485191105298,0.12601026645156,0.807877709703434,478,1,"Polychoric correlation",480
"226","cpa_2_t2","cpa_7_t2",0.126122179675542,0.95,0.0370398302013412,0.213215855507795,2.7796319920091,478,0.599598229555378,"Polychoric correlation",480
"227","cpa_2_t2","cpa_8_t2",0.203662330507152,0.95,0.116281438799655,0.287914712997982,4.54803389723608,478,0.00115453395248746,"Polychoric correlation",480
"228","cpa_2_t2","cpa_9_t2",0.100761526709582,0.95,0.0113635507131229,0.188561495760935,2.21423966730717,478,1,"Polychoric correlation",480
"229","cpa_2_t2","cpa_10_t2",0.360099707048005,0.95,0.279610854976348,0.435562383648038,8.43908164091256,478,0.0000000000000970671992092097,"Polychoric correlation",480
"230","cpa_2_t2","cpa_11_rs_t2",0.0945163186847595,0.95,0.0050586563436509,0.18247318653893,2.07572259026929,478,1,"Polychoric correlation",480
"231","cpa_2_t2","cpa_12_t2",0.407968418413329,0.95,0.330536978989449,0.479944487830926,9.76948339755702,478,0.00000000000000000296953425705855,"Polychoric correlation",480
"232","cpa_3_rs_t2","cpa_4_t2",0.0692728848255207,0.95,-0.0203537623766583,0.15779501766213,1.51817474292091,478,1,"Polychoric correlation",480
"233","cpa_3_rs_t2","cpa_5_v2_t2",0.197745000462338,0.95,0.110194802758416,0.282250117190884,4.41043129371801,478,0.00209199152984509,"Polychoric correlation",480
"234","cpa_3_rs_t2","cpa_6_t2",0.0817258465731831,0.95,-0.00783189462097441,0.169982960928715,1.79278658034822,478,1,"Polychoric correlation",480
"235","cpa_3_rs_t2","cpa_7_t2",0.0582592238185243,0.95,-0.0314049836937927,0.146993222581948,1.27590084107236,478,1,"Polychoric correlation",480
"236","cpa_3_rs_t2","cpa_8_t2",0.0112816227608505,0.95,-0.0782978902282314,0.100680419494967,0.246668197921866,478,1,"Polychoric correlation",480
"237","cpa_3_rs_t2","cpa_9_t2",0.209010151659498,0.95,0.121787923087393,0.293029057332107,4.67283988390079,478,0.000676908633006476,"Polychoric correlation",480
"238","cpa_3_rs_t2","cpa_10_t2",0.135377195318983,0.95,0.0464394153641723,0.22218557842665,2.98728070799489,478,0.342750341083707,"Polychoric correlation",480
"239","cpa_3_rs_t2","cpa_11_rs_t2",0.224616312733265,0.95,0.137887853603274,0.30792644155497,5.03960956875599,478,0.000127934078580348,"Polychoric correlation",480
"240","cpa_3_rs_t2","cpa_12_t2",0.0215343138529703,0.95,-0.0680973871418901,0.110821179568561,0.470918451241297,478,1,"Polychoric correlation",480
"241","cpa_4_t2","cpa_5_v2_t2",0.179094155154893,0.95,0.0910531927430375,0.26435722577626,3.97992092812204,478,0.0121058197339468,"Polychoric correlation",480
"242","cpa_4_t2","cpa_6_t2",-0.0529454494910912,0.95,-0.14177408766937,0.036729051123695,-1.15918340311189,478,1,"Polychoric correlation",480
"243","cpa_4_t2","cpa_7_t2",0.184847392248325,0.95,0.0969508856978443,0.26988292401025,4.11222251685663,478,0.00715038733579931,"Polychoric correlation",480
"244","cpa_4_t2","cpa_8_t2",0.277720376103805,0.95,0.19301758571229,0.358314529144981,6.32049513093089,478,0.000000134614549952062,"Polychoric correlation",480
"245","cpa_4_t2","cpa_9_t2",0.186631346750374,0.95,0.0987808874372925,0.271595186789459,4.15333454649483,478,0.00613251745051533,"Polychoric correlation",480
"246","cpa_4_t2","cpa_10_t2",0.482348461688503,0.95,0.410572592694174,0.548183607220434,12.038737311369,478,0.00000000000000000000000000659409428316907,"Polychoric correlation",480
"247","cpa_4_t2","cpa_11_rs_t2",0.151871253626843,0.95,0.0632302590511472,0.238134849464462,3.35936091039838,478,0.107995851760505,"Polychoric correlation",480
"248","cpa_4_t2","cpa_12_t2",0.388880734235954,0.95,0.310175954327855,0.462291144556287,9.22858064927122,478,0.00000000000000023080738037558,"Polychoric correlation",480
"249","cpa_5_v2_t2","cpa_6_t2",0.289790706255062,0.95,0.20562338173683,0.369702411426674,6.61981121622401,478,0.0000000222697054285592,"Polychoric correlation",480
"250","cpa_5_v2_t2","cpa_7_t2",0.316066396503728,0.95,0.233161638234884,0.394409754164206,7.28360527961497,478,0.000000000327907123303581,"Polychoric correlation",480
"251","cpa_5_v2_t2","cpa_8_t2",0.139865192153182,0.95,0.0510031952677187,0.226529945476513,3.08825808580212,478,0.257787916417692,"Polychoric correlation",480
"252","cpa_5_v2_t2","cpa_9_t2",0.283768286877562,0.95,0.199330301635528,0.36402349474323,6.47005111604171,478,0.0000000556153630813781,"Polychoric correlation",480
"253","cpa_5_v2_t2","cpa_10_t2",0.316024300228806,0.95,0.233117412599888,0.394370260921046,7.2825275486217,478,0.000000000328915198480015,"Polychoric correlation",480
"254","cpa_5_v2_t2","cpa_11_rs_t2",0.466904581129442,0.95,0.39386293869978,0.534086535718219,11.5435310582022,478,0.000000000000000000000000622511164807055,"Polychoric correlation",480
"255","cpa_5_v2_t2","cpa_12_t2",0.11009117022527,0.95,0.0207956190250053,0.197644195299897,2.42166661335204,478,1,"Polychoric correlation",480
"256","cpa_6_t2","cpa_7_t2",0.295511016128997,0.95,0.211607227655377,0.375090927173021,6.76285327526093,478,0.00000000930813039427633,"Polychoric correlation",480
"257","cpa_6_t2","cpa_8_t2",0.208162905579154,0.95,0.120915182210252,0.292219120986243,4.65303821542552,478,0.000733699032987139,"Polychoric correlation",480
"258","cpa_6_t2","cpa_9_t2",0.264535448893581,0.95,0.179279626233272,0.345847601022678,5.99724028001779,478,0.000000855945493121872,"Polychoric correlation",480
"259","cpa_6_t2","cpa_10_t2",0.222526448033885,0.95,0.135729205727792,0.305933857342153,4.99026536271907,478,0.000159868211368478,"Polychoric correlation",480
"260","cpa_6_t2","cpa_11_rs_t2",0.125472179889125,0.95,0.0363802688592812,0.212585340184527,2.76507677623477,478,0.616766215516197,"Polychoric correlation",480
"261","cpa_6_t2","cpa_12_t2",0.156834338744154,0.95,0.0682924881641888,0.242924918492779,3.47186687409878,478,0.0761084461099423,"Polychoric correlation",480
"262","cpa_7_t2","cpa_8_t2",0.368012050011383,0.95,0.287997437620048,0.442923814247555,8.65319772148009,478,0.0000000000000196641395504427,"Polychoric correlation",480
"263","cpa_7_t2","cpa_9_t2",0.633418405831386,0.95,0.576606485008059,0.684134434365704,17.8966018746941,478,0.0000000000000000000000000000000000000000000000000000920014936967088,"Polychoric correlation",480
"264","cpa_7_t2","cpa_10_t2",0.212841919412489,0.95,0.125736679017453,0.296690582217698,4.76253342257438,478,0.000454438408044406,"Polychoric correlation",480
"265","cpa_7_t2","cpa_11_rs_t2",0.231619274073122,0.95,0.145127312879006,0.314598100689204,5.20549669223883,478,0.0000564184191487188,"Polychoric correlation",480
"266","cpa_7_t2","cpa_12_t2",0.15593095177859,0.95,0.0673707153478651,0.242053336570265,3.45136860389767,478,0.0807623206963844,"Polychoric correlation",480
"267","cpa_8_t2","cpa_9_t2",0.330316343913739,0.95,0.248152125292486,0.407761943576544,7.65123776273811,478,0.0000000000273371536339539,"Polychoric correlation",480
"268","cpa_8_t2","cpa_10_t2",0.267001386519887,0.95,0.18184647055382,0.348181438094704,6.05741520405891,478,0.000000616887563134311,"Polychoric correlation",480
"269","cpa_8_t2","cpa_11_rs_t2",0.174281516159702,0.95,0.0861244542807452,0.25973062131073,3.86957405095479,478,0.0183751162356768,"Polychoric correlation",480
"270","cpa_8_t2","cpa_12_t2",0.14011187939034,0.95,0.0512541556475085,0.22676863802222,3.09381397462106,478,0.255194912307329,"Polychoric correlation",480
"271","cpa_9_t2","cpa_10_t2",0.266251792319171,0.95,0.18106608001273,0.347472106181934,6.0391097894151,478,0.000000682417396748588,"Polychoric correlation",480
"272","cpa_9_t2","cpa_11_rs_t2",0.21430254537502,0.95,0.127242626455399,0.298085664873218,4.79678388261951,478,0.000392731586669705,"Polychoric correlation",480
"273","cpa_9_t2","cpa_12_t2",0.171257460487583,0.95,0.0830296527053629,0.256821453483887,3.80038370274958,478,0.0234917051926718,"Polychoric correlation",480
"274","cpa_10_t2","cpa_11_rs_t2",0.223532288342358,0.95,0.136768048141125,0.306892968310853,5.01400536864985,478,0.000143716356083338,"Polychoric correlation",480
"275","cpa_10_t2","cpa_12_t2",0.404658942744578,0.95,0.327001555407721,0.476887873408494,9.67463812419753,478,0.00000000000000000643929128775132,"Polychoric correlation",480
"276","cpa_11_rs_t2","cpa_12_t2",0.0935548887217669,0.95,0.0040886691899058,0.1815353111283,2.0544207180787,478,1,"Polychoric correlation",480
